date,btc,Gold,Dollar,SnP
2017-08-17,0.015684127515851763,0.10108797015853277,0.19710031347962387,0.06383824991713616
2017-08-18,0.013155486589874928,0.10034193347839593,0.18965517241379315,0.062379847530659505
2017-08-21,0.011833713275786993,0.10509791731426787,0.17633228840125392,0.06330792177659927
2017-08-22,0.012177142522708184,0.09978240596829346,0.19435736677115933,0.07129598939343718
2017-08-23,0.013236192462901412,0.1032328256139261,0.17868338557993724,0.06847862114683456
2017-08-24,0.01612672195782145,0.10071495181846446,0.1837774294670842,0.06682134570765652
2017-08-25,0.015621165487249546,0.10621697233447325,0.16261755485893348,0.06818031156778248
2017-08-28,0.017138121090004357,0.12244327012744782,0.14184952978056353,0.06854491216440162
2017-08-29,0.020011336027058776,0.1258004351880635,0.1434169278996862,0.06924096784885647
2017-08-30,0.019548565116832492,0.12132421510724267,0.16810344827586166,0.07298641034139863
2017-08-31,0.021977611561202176,0.1288778364936276,0.15987460815046983,0.07765992707988056
2017-09-01,0.023551948467296732,0.1365247124650295,0.165360501567398,0.07928405701027497
2017-09-04,0.013037289690726213,0.1496736089524402,0.1586990595611284,0.07461054027179315
2017-09-05,0.016848781949473257,0.14790177183711517,0.1434169278996862,0.07305270135896591
2017-09-06,0.02047339145968735,0.14454460677649972,0.14498432601880884,0.07560490553529986
2017-09-07,0.021501389672138105,0.1550823748834318,0.12029780564263293,0.07547232350016564
2017-09-08,0.015651501737394248,0.1559216661485856,0.10815047021943514,0.07424593967517401
2017-09-11,0.014587872740575408,0.1414672054709356,0.12970219435736663,0.0830957905203844
2017-09-12,0.013947520290586934,0.13866956792042284,0.12891849529780508,0.08588001325820349
2017-09-13,0.010813299125872401,0.1342866024246192,0.15399686520376132,0.08650977792509107
2017-09-14,0.0,0.13549891202984132,0.13832288401253923,0.08558170367915141
2017-09-15,0.0073118948579912885,0.1316754740441406,0.12852664576802475,0.08710639708319512
2017-09-18,0.012105737858452488,0.11824681380167856,0.1355799373040747,0.08833278090818686
2017-09-19,0.010317473150629926,0.11806030463164419,0.12539184952978033,0.08926085515412652
2017-09-20,0.010173805249001223,0.12346907056263601,0.153605015673981,0.08975803778587987
2017-09-21,0.0060238920865172615,0.10332608019894307,0.14106583072100287,0.08723897911832934
2017-09-22,0.00582184121291196,0.10584395399440472,0.14028213166144177,0.08776930725886634
2017-09-25,0.010470728452068506,0.11889959589679822,0.15909090909090917,0.08594630427577055
2017-09-26,0.009921241656994595,0.10976064656512285,0.17163009404388685,0.08597944978455418
2017-09-27,0.014366503971830785,0.09679825924774632,0.18691222570532862,0.08936029168047721
2017-09-28,0.01410177726066237,0.09763755051290013,0.17594043887147315,0.09038780245276756
2017-09-29,0.014104496075533823,0.09400062169723333,0.17594043887147315,0.09347033476963873
2017-10-02,0.01704239018742508,0.08560770904569459,0.1947492163009401,0.0966854491216439
2017-10-03,0.016040721550571596,0.08448865402548944,0.19514106583072044,0.09850845210473969
2017-10-04,0.014589589886810014,0.08654025489586559,0.19083072100313414,0.09953596287703004
2017-10-05,0.01578930272272138,0.08318308983525013,0.2104231974921622,0.10430891614186266
2017-10-06,0.01688498511591953,0.084768417780541,0.20415360501567337,0.10338084189592311
2017-10-09,0.022865662355532543,0.09418713086726749,0.1990595611285264,0.10185614849187918
2017-10-10,0.02280999819842741,0.10239353434877208,0.18416927899686497,0.1038117335101093
2017-10-11,0.02335905570694266,0.0978240596829345,0.1735893416927894,0.10533642691415301
